Last inventory,Operating system,RAM (MB),CPU (MHz)
2021-10-18 13:11:21,Microsoft Windows 7 Professional,2970,2133
2022-10-26 16:37:53,Microsoft Windows 7 Professional,2048,2800
2019-02-26 12:38:35,Microsoft Windows 7 Professional,2048,2933
2019-09-16 14:38:28,Microsoft Windows XP Professional,1024,2194
2021-08-05 07:58:36,Microsoft Windows 7 Professional,2048,2933
2022-10-27 09:01:12,Microsoft Windows 7 Professional,2048,2394
2022-10-04 13:53:02,Microsoft Windows 7 Professional,2048,2933
2019-01-24 11:44:48,Microsoft Windows XP Professional,2048,2793
2022-10-26 09:21:17,Microsoft Windows 7 Professional,2048,2933
2021-01-08 16:39:29,Microsoft Windows 7 Professional,2048,2933
2022-10-27 14:15:34,Microsoft Windows 7 Professional,3550,3200
2021-08-02 08:31:35,Microsoft Windows 10 Pro,8192,3700
2020-05-22 11:12:55,Microsoft Windows 10 Pro,8192,3700
2018-12-06 14:05:16,Microsoft Windows 7 Professional,8192,3201
2021-02-01 10:53:00,Microsoft Windows 7 Professional,8192,3392
2018-11-06 08:49:39,Microsoft Windows 7 Ultimate,2048,2133
2022-10-07 09:46:26,Microsoft Windows 7 Ultimate,3072,2533
2020-03-16 17:50:47,Microsoft Windows XP Professional,3237,3092
2021-07-13 15:45:45,Microsoft Windows 7 Professional,3177,2700
2020-08-17 15:25:44,Microsoft Windows 7 Professional,2968,2408
2019-04-04 14:15:45,Microsoft Windows 7 Professional,3541,2400
2019-04-04 08:13:15,Microsoft Windows 7 Professional,3541,2400
2022-10-27 08:52:07,Microsoft Windows 7 Professional,1791,1800
2022-10-18 13:07:59,Microsoft Windows 7 Professional,4096,2901
2022-04-06 08:07:55,Microsoft Windows 7 Professional,2048,2800
2021-11-10 10:16:59,Microsoft Windows 10 Pro,3535,3600
2020-03-12 14:16:47,Microsoft Windows 8.1 Pro,3997,3400
2022-09-28 10:08:33,Microsoft Windows 8.1 Pro,4096,1700
2022-10-20 08:23:35,Microsoft Windows 7 Professional,8192,3400
2022-10-27 13:57:42,Microsoft Windows 7 Professional,8192,3400
2022-10-25 13:37:09,Microsoft Windows 7 Professional,8192,3400
2022-10-27 09:23:52,Microsoft Windows 7 Professional,8192,3400
2021-12-13 13:02:06,Microsoft Windows 10 Pro,4096,3600
2022-10-27 07:03:04,Microsoft Windows 10 Pro,4096,3600
2022-10-27 07:57:41,Microsoft Windows 10 Pro,4096,3600
2021-09-16 08:51:06,Microsoft Windows 10 Pro,4096,3600
2021-08-19 16:19:27,Microsoft Windows 10 Pro,3307,3600
2022-10-27 15:11:55,Microsoft Windows 8 Pro,4096,3400
2022-10-27 11:09:04,Microsoft Windows 10 Pro,4096,3600
2022-10-27 13:26:42,Microsoft Windows 8.1 Pro,4096,1801
2022-10-27 08:52:05,Microsoft Windows 8.1 Pro,3491,1801
2022-10-27 09:59:22,Microsoft Windows 8.1 Pro,4096,1801
2022-10-27 09:53:10,Microsoft Windows 8.1 Pro,4096,3400
2022-10-27 09:06:38,Microsoft Windows 8.1 Pro,3503,3400
2022-08-18 13:56:48,Microsoft Windows 8.1 Pro,3503,3400
2019-12-04 16:32:19,Microsoft Windows 8 Professional Edition,3997,3392
2020-11-10 11:44:03,Microsoft Windows 8.1 Pro,4096,3400
2022-03-30 15:30:42,Microsoft Windows 8.1 Pro,4096,3392
2022-10-20 15:03:59,Microsoft Windows 8.1 Pro,4096,3400
2022-10-27 13:15:37,Microsoft Windows 8.1 Pro,3503,3400
2019-04-17 06:56:51,Microsoft Windows 10 Pro,4096,3600
2019-04-29 10:01:48,Microsoft Windows 10 Pro,3307,3600
2022-10-27 10:14:29,Microsoft Windows 8 Pro,4096,3400
2022-10-27 14:52:36,Microsoft Windows Server 2008 R2 Standard,4064,2400
2022-10-26 20:22:48,Microsoft Windows Server 2012 R2 Standard,32768,2001
2022-10-27 03:59:42,Microsoft Windows Server 2012 R2 Standard,32768,2001
2019-02-21 10:37:37,Microsoft Windows 7 Professional,4096,2936
2020-03-16 12:58:52,Microsoft Windows 7 Ultimate,2941,2936
2018-12-12 11:01:25,Microsoft Windows XP Professional,2048,1808
2018-12-10 17:38:20,Microsoft Windows 7 Professional,1024,2133
2022-10-27 13:32:59,Microsoft Windows Server 2008 R2 Enterprise,2048,2399
2021-07-21 08:37:38,Microsoft Windows 7 Professional,4096,2936
2021-12-22 11:01:28,Microsoft Windows 7 Professional,2048,2933
2022-01-04 09:03:18,Microsoft Windows 7 Professional,2048,2133
2018-10-25 14:17:24,Microsoft Windows XP Professional,2048,2925
2019-08-07 12:44:39,Microsoft Windows XP Professional,2048,2792
2019-04-15 09:57:09,Microsoft Windows 7 Professional,2941,2936
2019-12-06 16:31:23,Microsoft Windows 7 Professional,2048,2133
2019-09-11 15:06:20,Microsoft Windows 7 Professional,2048,2933
2022-07-14 15:01:37,Microsoft Windows 7 Professional,2048,2933
2022-10-19 17:08:12,Microsoft Windows 7 Professional,3519,2933
2022-07-06 16:29:55,Microsoft Windows 7 Professional,2048,2933
2020-03-03 11:03:37,Microsoft Windows 7 Professional,2048,2933
2019-01-21 09:34:13,Microsoft Windows 7 Professional,2048,2933
2022-07-25 16:26:32,Microsoft Windows 7 Professional,2048,2933
2021-11-11 09:07:19,Microsoft Windows 7 Professional,2048,2933
2018-12-13 06:04:05,Microsoft Windows 7 Professional,2048,2933
2022-10-27 13:18:20,Microsoft Windows 10 Pro,8192,2400
2022-05-13 15:57:10,Microsoft Windows 7 Professional,3232,1801
2021-09-01 10:40:05,Microsoft Windows 7 Professional,2048,2933
2019-02-12 13:07:35,Microsoft Windows 7 Professional,3327,3000
2019-02-27 10:19:51,Microsoft Windows 7 Professional,3541,2400
2022-03-16 17:18:53,Microsoft Windows XP Professional,2048,2199
2019-09-23 08:14:14,Microsoft Windows 7 Professional,2941,2936
2022-10-27 14:09:14,Microsoft Windows 7 Professional,2941,2936
2022-10-27 06:34:14,Microsoft Windows Server 2008 R2 Standard,8096,2400
2020-06-18 09:07:38,Microsoft Windows 8 Pro,4096,3300
2021-06-02 05:31:29,Microsoft Windows XP Professional,894,1995
2021-01-11 15:58:32,Microsoft Windows XP Professional,894,2094
2021-05-03 17:02:12,Microsoft Windows 7 Ultimate,4096,2100
2022-10-27 11:57:14,Microsoft Windows 7 Professional,4096,3333
2022-10-26 08:56:28,Microsoft Windows 7 Professional,2941,2936
2019-01-15 15:35:21,Microsoft Windows 7 Professional,1536,2194
2021-11-05 14:19:57,Microsoft Windows 7 Professional,1024,2423
2022-10-27 04:36:31,Microsoft Windows Server 2003 Enterprise Edition,4096,2398
2022-10-27 07:52:45,Microsoft Windows Server 2008 R2 Enterprise,2048,2399
2022-10-26 15:56:12,Microsoft Windows Server 2008 R2 Enterprise,16384,2400
2021-05-06 06:59:29,Microsoft Windows 7 Professional,2941,2936
2021-07-19 12:42:50,Microsoft Windows 7 Professional,3126,3192
2019-06-19 17:30:26,Microsoft Windows 7 Professional,4096,1700
2022-10-27 08:56:25,Microsoft Windows 10 Pro,8192,3600
2020-03-27 07:14:41,Microsoft Windows 7 Professional,8192,2934
2020-11-10 12:34:09,Microsoft Windows 7 Professional,7072,2501
2019-06-27 02:06:24,Microsoft Windows Server 2008 R2 Enterprise,16384,2400
2022-10-26 19:47:02,Microsoft Windows Server 2008 R2 Standard,4096,2400
2020-08-12 11:55:51,Microsoft Windows 7 Professional,2941,2936
2020-07-02 15:32:38,Microsoft Windows 10 Pro,8192,2001
2020-11-26 17:05:33,Microsoft Windows 10 Pro,12288,3401
2020-10-23 20:30:08,Microsoft Windows 10 Pro,12288,3401
2021-02-02 17:37:36,Microsoft Windows 10 Pro,12288,3401
2022-10-27 14:51:10,Microsoft Windows Server 2008 R2 Standard,8192,2400
2021-08-13 13:17:13,Microsoft Windows 7 Professional,2048,2200
2019-05-24 10:10:04,Microsoft Windows XP Professional,2048,2933
2022-10-05 08:06:24,Microsoft Windows 7 Professional,2813,2300
2022-10-27 12:57:23,Microsoft Windows 10 Pro,12288,3600
2019-04-16 09:47:57,Microsoft Windows 7 Professional,2048,2200
2020-05-05 13:42:52,Microsoft® Windows Vista™ Business,2048,2933
2019-06-18 08:58:13,Microsoft Windows 7 Professional,4096,2936
2018-10-16 13:59:08,Microsoft Windows 7 Professional,8192,3200
2018-10-17 12:03:56,Microsoft® Windows Vista™ Business,2048,2933
2018-10-18 09:10:30,Microsoft® Windows Vista™ Business,2048,2933
2021-02-08 14:35:34,Microsoft Windows 7 Professional,3543,2667
2021-02-01 11:22:09,Microsoft Windows 7 Professional,3550,3200
2021-05-03 10:16:32,Microsoft Windows 7 Professional,3072,2133
2020-12-21 22:36:20,Microsoft Windows 7 Professional,2941,2936
2021-03-26 11:10:00,Microsoft Windows 10 Pro,8192,2496
2020-12-29 11:26:21,Microsoft Windows 10 Pro,8192,2496
2021-03-12 15:24:43,Microsoft Windows 7 Professional,2941,2936
2022-10-26 08:35:48,Microsoft Windows 7 Professional,2048,2933
2019-12-17 17:37:21,Microsoft Windows 7 Ultimate,2941,2936
2022-10-27 13:46:09,Microsoft Windows 10 Pro,8192,3408
2022-10-24 08:25:32,Microsoft Windows 7 Professional,2941,2936
2022-07-26 08:23:17,Microsoft Windows 7 Professional,4096,2936
2022-10-27 12:54:08,Microsoft Windows 7 Professional,4096,2901
2022-10-26 13:39:16,Microsoft Windows 7 Professional,4096,2901
2020-02-14 16:23:27,Microsoft Windows 7 Professional,3550,3200
2022-10-27 08:14:30,Microsoft Windows 10 Pro,8192,3408
2022-08-03 12:19:58,Microsoft Windows 7 Professional,3507,3600
2022-10-27 13:41:07,Microsoft Windows 10 Pro,4096,3300
2022-10-27 10:35:42,Microsoft Windows 8.1 Pro,3507,3600
2022-10-27 12:21:57,Microsoft Windows 10 Pro,8192,3600
2022-10-27 15:11:33,Microsoft Windows 11 Pro,8192,3600
2022-10-27 11:10:26,Microsoft Windows 10 Pro,8192,3600
2022-10-27 07:55:34,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:11:02,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:07:15,Microsoft Windows 10 Pro,8192,3600
2022-10-27 07:53:55,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:17:08,Microsoft Windows 10 Pro,8192,3600
2022-01-07 14:13:18,Microsoft Windows 10 Pro,8192,3600
2022-10-27 07:54:47,Microsoft Windows 10 Pro,8192,3600
2022-10-26 07:47:04,Microsoft Windows 7 Professional,3072,2201
2022-10-19 15:20:25,Microsoft Windows 7 Professional,3072,2201
2022-07-08 08:54:56,Microsoft Windows 10 Pro,8192,2112
2022-10-26 10:17:15,Microsoft Windows 10 Pro,8192,2112
2022-10-26 16:37:32,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:42:20,Microsoft Windows 11 Pro,8192,3600
2022-05-04 14:25:30,Microsoft Windows 10 Pro,8192,2112
2022-05-02 13:39:02,Microsoft Windows 10 Pro,8192,2112
2022-04-28 08:14:38,Microsoft Windows 11 Pro,8192,2112
2022-10-25 09:27:18,Microsoft Windows 10 Pro,8192,2112
2022-10-27 11:47:57,Microsoft Windows 10 Pro,8192,2112
2022-04-25 13:54:03,Microsoft Windows 10 Pro,8192,2112
2022-10-27 09:41:26,Microsoft Windows 10 Pro,8192,2112
2022-10-27 14:02:31,Microsoft Windows 11 Pro,8192,3600
2022-10-27 09:10:39,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:10:33,Microsoft Windows 10 Pro,8192,3600
2022-06-02 11:40:01,Microsoft Windows 10 Pro,8192,2112
2022-10-27 15:33:23,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:26:17,Microsoft Windows 11 Pro,8192,3600
2022-10-27 13:04:58,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:25:26,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:33:22,Microsoft Windows 10 Pro,8192,3600
2022-10-27 12:02:56,Microsoft Windows 10 Pro,8192,3600
2022-10-26 20:04:29,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:09:50,Microsoft Windows 10 Pro,6425,3600
2022-10-27 14:18:16,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:11:40,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:52:32,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:30:48,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:15:20,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:58:15,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:46:45,Microsoft Windows 10 Pro,8192,3600
2022-10-27 09:01:34,Microsoft Windows 10 Pro,8192,3600
2022-10-27 07:50:33,Microsoft Windows 10 Pro,8192,3600
2022-10-20 10:37:33,Microsoft Windows 10 Pro,8192,3600
2022-10-27 09:13:32,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:10:41,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:03:39,Microsoft Windows 10 Pro,8192,3600
2022-10-13 23:19:10,Microsoft Windows 10 Pro,8192,3600
2022-10-27 11:04:15,Microsoft Windows 10 Pro,8192,3600
2022-10-27 11:16:05,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:42:41,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:55:18,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:46:34,Microsoft Windows 11 Pro,8192,3600
2022-10-26 17:55:48,Microsoft Windows 11 Pro,8192,3600
2022-10-27 08:19:51,Microsoft Windows 10 Pro,8192,3600
2022-10-26 14:50:31,Microsoft Windows 10 Pro,8192,3600
2022-10-27 12:57:56,Microsoft Windows 10 Pro,8192,3600
2022-10-25 19:28:28,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:58:12,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:40:22,Microsoft Windows 10 Pro,8192,3600
2022-10-27 15:08:33,Microsoft Windows 10 Pro,8192,3600
2022-10-25 13:20:28,Microsoft Windows 7 Professional,3551,3000
2022-08-29 09:04:46,Microsoft Windows 7 Professional,3327,3000
2022-10-27 08:00:35,Microsoft Windows 7 Professional,3551,3000
2022-10-27 13:55:56,Microsoft Windows 7 Professional,4096,3193
2022-10-27 14:17:55,Microsoft Windows 10 Pro,8192,3000
2022-10-27 13:50:15,Microsoft Windows 10 Pro,16384,3301
2019-05-27 08:58:25,Microsoft Windows XP Professional,1024,2194
2022-10-27 10:12:52,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:21:28,Microsoft Windows 10 Pro for Workstations,16384,3408
2022-10-27 10:44:42,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:12:59,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:32:09,Microsoft Windows 11 Pro,8192,2904
2021-09-14 09:26:52,Microsoft Windows 10 Pro,3072,2933
2022-10-27 10:09:06,Microsoft Windows 10 Pro,8192,3408
2022-05-27 15:25:35,Microsoft Windows 8.1 Pro,3550,3200
2022-10-27 14:17:22,Microsoft Windows 10 Pro,8192,2496
2019-11-08 12:04:53,Microsoft Windows 7 Professional,2048,2133
2019-11-27 18:57:18,Microsoft® Windows Vista™ Business,2048,3000
2022-10-13 14:38:48,Microsoft® Windows Vista™ Business,2048,2990
2020-03-20 09:23:51,Microsoft Windows 7 Professional,2048,2800
2021-07-08 13:45:58,Microsoft Windows 8.1 Pro,8192,3001
2022-10-27 10:29:47,Microsoft Windows 8.1 Pro,8192,3001
2021-12-08 13:35:01,Microsoft Windows 7 Professional,2048,2394
2019-04-18 11:34:21,Microsoft Windows 7 Ultimate,1024,2936
2021-09-02 08:28:37,Microsoft Windows 7 Ultimate,4096,3100
2019-10-25 14:17:48,Microsoft Windows 8.1 Pro,8192,3600
2021-08-02 09:19:52,Microsoft Windows 8.1 Pro,4096,3600
2022-10-27 08:00:25,Microsoft Windows 7 Professional,7062,2494
2022-10-27 08:36:00,Microsoft Windows 7 Professional,3550,3200
2022-10-27 10:00:00,Microsoft Windows 10 Pro,8192,3408
2019-03-18 12:43:51,Microsoft Windows 7 Professional,3071,3200
2021-03-03 09:07:10,Microsoft Windows 10 Pro,8192,3408
2018-10-19 17:16:08,Microsoft Windows XP Professional,2048,2792
2022-10-04 13:56:13,Microsoft Windows XP Professional,2048,2792
2022-10-03 08:34:09,Microsoft Windows 7 Professional,2048,2133
2019-06-05 16:16:53,Microsoft Windows XP Professional,2048,2792
2018-10-22 08:57:32,Microsoft Windows XP Professional,2048,2792
2022-06-30 15:23:46,Microsoft Windows 7 Professional,2941,2936
2019-04-02 11:56:47,Microsoft Windows 7 Professional,2941,2936
2020-10-26 15:17:41,Microsoft Windows XP Professional,2048,2925
2022-10-27 09:12:24,Microsoft Windows 7 Professional,2941,2936
2022-10-26 08:33:52,Microsoft Windows 7 Professional,2941,2936
2019-08-14 10:18:13,Microsoft Windows 7 Professional,2941,2936
2022-04-06 09:09:41,Microsoft Windows 7 Professional,2941,2936
2021-10-21 11:08:38,Microsoft Windows 7 Professional,2941,2936
2019-11-12 17:54:38,Microsoft Windows 7 Professional,2941,2936
2022-10-27 09:04:29,Microsoft Windows 7 Professional,4096,3200
2022-08-03 13:27:58,Microsoft Windows 7 Professional,3071,3100
2019-10-21 10:18:39,Microsoft Windows 7 Professional,3038,3001
2022-09-19 13:17:48,Microsoft Windows 7 Professional,2048,2933
2021-07-09 15:55:04,Microsoft Windows 7 Professional,3415,2901
2022-10-25 09:48:35,Microsoft Windows 10 Pro,5731,2496
2020-05-29 12:15:25,Microsoft Windows 10 Pro,8192,2496
2022-10-26 13:44:49,Microsoft Windows 10 Pro,8192,2496
2020-12-16 16:22:42,Microsoft Windows 10 Pro,8192,2496
2020-04-30 13:12:21,Microsoft Windows 10 Pro,5711,2496
2022-10-27 08:50:41,Microsoft Windows 10 Pro,8192,2496
2019-01-17 11:29:21,Microsoft Windows 7 Professional,2048,2133
2019-08-21 09:38:14,Microsoft® Windows Vista™ Business,3061,2667
2021-01-11 17:12:41,Microsoft Windows 7 Professional,4096,2936
2022-10-21 11:35:40,Microsoft Windows 7 Professional,2941,2936
2018-11-07 09:23:21,Microsoft Windows 7 Professional,4096,2936
2019-05-17 14:37:49,Microsoft Windows 7 Professional,4096,2936
2019-02-19 13:27:10,Microsoft Windows 7 Professional,2048,2133
2020-09-10 19:04:26,Microsoft Windows XP Professional,1024,2793
2020-03-10 09:37:51,Microsoft Windows XP Professional,1024,2792
2020-11-03 17:52:22,Microsoft Windows 10 Pro,6548,3600
2020-11-06 11:24:15,Microsoft Windows 10 Pro,6548,3600
2022-10-27 08:50:44,Microsoft Windows 7 Professional,6144,3200
2021-01-05 16:56:07,Microsoft Windows 7 Professional Edition,1502,3194
2018-12-21 09:13:40,Microsoft Windows 7 Professional,3550,3200
2019-10-03 14:07:19,Microsoft Windows 7 Professional,3550,3200
2019-02-20 17:13:54,Microsoft Windows 7 Professional,3550,3200
2022-10-27 13:35:26,Microsoft Windows 7 Professional,3550,3200
2022-10-27 08:02:53,Microsoft Windows 7 Professional,6878,3200
2022-01-13 13:55:35,Microsoft Windows 7 Professional,3038,3200
2019-10-07 10:04:04,Microsoft Windows 7 Professional,2782,3200
2020-02-28 09:29:19,Microsoft Windows 7 Professional,1502,3200
2022-03-18 13:41:24,Microsoft® Windows Vista™ Business,2048,2933
2022-10-27 15:23:45,Microsoft Windows 7 Professional,3550,3200
2020-11-19 13:32:19,Microsoft Windows 7 Professional,2048,2133
2022-10-26 22:18:12,Microsoft Windows 7 Professional,3317,2800
2020-03-09 09:55:59,Microsoft Windows 7 Professional,2048,2933
2022-10-06 09:33:09,Microsoft Windows 7 Professional,8192,3200
2022-10-27 08:09:52,Microsoft Windows 7 Professional,8192,3400
2022-08-04 15:14:31,Microsoft Windows 7 Professional,8192,3400
2021-03-05 12:06:17,Microsoft Windows 7 Professional,3550,3200
2022-09-05 10:08:19,Microsoft Windows 7 Professional,6878,3200
2021-06-11 13:43:16,Microsoft Windows 7 Professional,2941,2936
2019-03-12 11:44:46,Microsoft Windows 7 Professional,3550,3200
2021-01-22 09:14:55,Microsoft Windows 7 Professional,2782,3200
2022-10-27 15:11:10,Microsoft Windows 7 Professional,8192,3400
2021-07-20 10:22:46,Microsoft Windows 7 Professional,8192,3400
2022-10-27 08:07:28,Microsoft Windows 7 Professional,8192,3400
2018-12-06 09:40:28,Microsoft Windows XP Professional,1024,1866
2021-01-20 11:58:54,Microsoft Windows 7 Professional,8192,3601
2022-10-27 08:14:18,Microsoft Windows 7 Professional,4096,2901
2020-11-03 10:55:58,Microsoft Windows 7 Professional,4096,2901
2021-09-29 11:25:27,Microsoft Windows 7 Professional,4096,2901
2022-10-13 10:44:44,Microsoft Windows 7 Professional,4096,2901
2021-05-04 14:05:29,Microsoft Windows 7 Professional,3416,2901
2019-07-11 14:40:37,Microsoft Windows 7 Professional,2048,2900
2019-01-29 14:54:36,Microsoft Windows XP Professional,2048,2925
2019-01-18 14:51:01,Microsoft Windows 7 Professional,4096,2936
2021-05-18 10:23:28,Microsoft Windows 7 Professional,3549,2936
2022-10-24 15:00:52,Microsoft Windows 7 Professional,3327,3000
2019-03-27 09:43:24,Microsoft Windows 7 Professional,4096,3400
2019-08-12 10:20:33,Microsoft Windows 10 Pro,3500,3400
2021-09-30 08:44:05,Microsoft Windows 7 Professional,1502,3200
2020-07-02 13:53:33,Microsoft Windows 8.1 Pro,3503,3201
2022-04-29 15:16:33,Microsoft Windows 7 Professional,3550,3200
2019-05-16 13:55:14,Microsoft Windows 7 Professional,3550,3200
2020-02-12 08:52:31,Microsoft Windows 7 Professional,8192,3200
2018-09-19 08:18:36,Microsoft Windows 7 Ultimate,4096,2400
2020-11-04 13:57:26,Microsoft Windows 7 Professional,3550,3200
2022-10-27 13:29:38,Microsoft Windows 7 Professional,6144,3200
2022-10-26 10:12:53,Microsoft Windows 7 Professional,3550,3200
2022-04-27 13:23:59,Microsoft Windows 7 Professional,3550,3200
2019-05-22 08:24:21,Microsoft Windows 7 Professional,4096,3326
2022-10-26 16:07:45,Microsoft Windows 10 Pro,8192,2496
2021-03-26 11:57:53,Microsoft Windows 7 Professional,3451,3326
2022-10-27 08:07:33,Microsoft Windows 10 Pro,8192,3600
2020-11-04 12:54:46,Microsoft Windows 10 Pro,8192,3600
2021-08-25 08:18:54,Microsoft Windows 7 Professional,3523,3300
2022-10-27 08:17:14,Microsoft Windows 7 Professional,2048,2133
2022-07-21 14:24:22,Microsoft Windows 7 Professional,2941,2936
2021-04-09 12:03:46,Microsoft Windows 7 Professional,4096,2936
2019-10-25 13:23:58,Microsoft Windows XP Professional,2048,2792
2022-10-25 11:53:57,Microsoft Windows 7 Professional,2941,2936
2020-03-16 09:43:41,Microsoft Windows XP Professional,512,2793
2018-11-05 15:48:27,Microsoft Windows XP Professional,2048,2926
2020-06-23 09:25:24,Microsoft Windows 7 Ultimate,2784,2400
2019-06-04 10:42:18,Microsoft Windows 7 Professional,3524,3001
2022-10-27 12:46:32,Microsoft Windows 7 Professional,6552,2501
2020-02-10 08:46:36,Microsoft Windows 7 Professional,7072,2501
2019-09-02 11:04:04,Microsoft Windows 7 Professional,7072,2501
2022-10-27 08:07:07,Microsoft Windows 7 Professional,2782,3200
2019-05-06 12:31:30,Microsoft Windows 7 Professional,8192,3200
2020-02-17 09:43:09,Microsoft Windows 7 Professional,8192,3200
